ID,Sex,Marital status,Age,Education,Income,Occupation,Height,Weight,Settlement size,Parents name
100000865,male,single,25,other,71159,unemployed,188,76,small city,Jennifer
100000866,female,non-single,20,high school,131370,staff,179,62,big city,Matt
100000867,female,non-single,27,,111567,staff,152,61,big city,George
100000868,male,single,42,high school,125482,staff,165,65,big city,Samid
100000869,male,single,37,high school,160642,staff,147,79,big city,Martin
100000870,female,non-single,24,,92498,staff,187,62,small city,Samuel
100000871,female,non-single,40,university,199711,staff,160,40,big city,George
100000872,male,single,46,high school,127588,staff,144,51,big city,Samid
100000873,male,single,26,other,107508,staff,151,70,big city,Samuel
100000874,female,non-single,24,high school,94629,staff,166,74,big city,Samid
100000875,male,single,29,other,87598,unemployed,140,46,big city,Ann
100000876,female,non-single,40,university,161194,staff,147,39,mid-size city,Matt
100000877,male,single,36,high school,137342,manager,178,82,big city,Jennifer
100000878,male,single,28,other,116848,staff,146,73,mid-size city,George
100000879,male,single,27,other,125190,manager,150,55,mid-size city,Jennifer
100000880,male,single,36,high school,153441,staff,163,74,small city,Jennifer
100000881,male,single,38,high school,195328,manager,155,51,big city,Andrew
100000882,male,non-single,48,university,190413,staff,140,83,small city,Martin
100000883,male,single,36,high school,118656,staff,181,55,mid-size city,Samuel
100000884,female,non-single,65,graduate school,69487,unemployed,172,55,small city,Matt
100000885,male,non-single,43,university,145313,staff,183,84,mid-size city,Andrew
100000886,female,non-single,53,university,117005,staff,179,42,mid-size city,George
100000887,male,single,34,high school,123243,staff,142,52,mid-size city,Lothor
100000888,male,single,23,other,237799,staff,148,80,mid-size city,Matt
100000889,male,single,34,high school,180617,manager,182,62,big city,Samid
100000890,male,single,40,high school,167019,staff,171,86,small city,George
100000891,male,single,43,high school,147745,manager,182,90,big city,Lothor
100000892,male,single,46,high school,114254,staff,167,45,mid-size city,Roozan
100000893,male,single,38,high school,81155,unemployed,161,57,small city,Jennifer
100000894,male,single,34,high school,151803,staff,166,77,big city,Martin
100000895,male,single,29,other,94356,staff,166,90,big city,George
100000896,male,single,31,other,200621,manager,164,58,big city,Roozan
100000897,female,non-single,28,high school,144448,manager,177,53,mid-size city,Samid
100000898,female,non-single,35,high school,150797,staff,186,62,small city,Samuel
100000899,female,non-single,33,high school,84404,unemployed,149,35,small city,Jennifer
100000900,male,single,42,high school,133373,staff,140,77,big city,Andrew
100000901,male,single,43,high school,119502,staff,165,82,big city,Roozan
100000902,male,non-single,44,university,131619,staff,145,45,small city,Roozan
100000903,male,single,42,high school,194084,staff,186,83,big city,George
100000904,male,non-single,40,high school,108278,staff,164,83,mid-size city,Martin
100000905,male,single,36,high school,130987,manager,168,59,mid-size city,Samid
100000906,male,single,20,other,116582,manager,189,48,big city,Lothor
100000907,male,single,24,other,85270,unemployed,185,90,small city,Ann
100000908,male,non-single,27,high school,129227,staff,154,76,small city,Samuel
100000909,female,non-single,46,university,108291,unemployed,174,75,small city,Samuel
100000910,female,non-single,33,high school,103091,unemployed,186,46,small city,Matt
100000911,female,non-single,34,high school,136975,staff,140,51,mid-size city,George
100000912,female,non-single,25,high school,111502,unemployed,143,72,small city,Samid
100000913,female,non-single,25,high school,124750,staff,175,38,mid-size city,Jennifer
100000914,male,non-single,28,high school,146463,staff,167,61,big city,Ann
100000915,male,single,31,other,115075,staff,183,73,small city,Samuel
100000916,female,non-single,32,high school,308491,manager,145,60,mid-size city,George
100000917,male,single,32,other,126368,staff,171,72,small city,Ann
100000918,male,single,68,university,287247,manager,181,59,big city,Lothor
100000919,male,non-single,33,,125535,staff,167,52,big city,Matt
100000920,male,single,39,high school,153223,manager,176,73,big city,Martin
100000921,female,non-single,28,,106873,staff,162,53,mid-size city,Jennifer
100000922,male,single,37,high school,268906,manager,181,66,mid-size city,Andrew
100000923,female,non-single,22,high school,97757,staff,180,71,big city,Lothor
100000924,male,single,30,other,112151,staff,166,90,mid-size city,Lothor
100000925,male,non-single,55,university,172909,staff,159,85,small city,Jennifer
100000926,male,single,46,high school,103387,staff,181,68,mid-size city,George
100000927,female,non-single,21,high school,93916,staff,173,70,big city,Ann
100000928,male,single,39,,189963,staff,166,49,big city,Jennifer
100000929,male,single,58,university,124191,staff,169,54,small city,Ann
100000930,male,single,43,high school,77205,unemployed,170,55,small city,Matt
100000931,male,single,24,other,65917,unemployed,176,83,small city,Samuel
100000932,female,non-single,22,high school,109676,staff,145,41,small city,Andrew
100000933,male,single,30,other,95682,staff,184,76,big city,Ann
100000934,male,single,42,high school,125516,staff,147,46,big city,Samid
100000935,female,non-single,23,high school,99822,staff,183,67,small city,Samuel
100000936,male,single,30,other,154854,manager,180,70,mid-size city,Martin
100000937,female,non-single,28,high school,84582,unemployed,172,57,small city,Roozan
100000938,male,non-single,30,,145800,manager,157,76,small city,George
100000939,male,single,42,high school,162869,staff,164,51,mid-size city,Matt
100000940,male,single,46,high school,192379,manager,184,47,big city,Samuel
100000941,male,single,45,high school,159757,manager,149,66,big city,Andrew
100000942,male,single,31,other,69571,unemployed,154,53,small city,Matt
100000943,male,single,31,other,93648,staff,147,49,big city,Andrew
100000944,male,single,42,high school,77472,unemployed,177,86,small city,Ann
100000945,female,non-single,46,university,121501,staff,153,35,small city,Matt
100000946,female,non-single,30,high school,207262,staff,147,66,small city,Matt
100000947,male,single,30,other,143082,staff,166,54,big city,Lothor
100000948,male,single,38,high school,147760,manager,142,71,mid-size city,Andrew
100000949,male,non-single,43,university,82082,unemployed,145,49,small city,Martin
100000950,male,single,31,other,132991,staff,158,69,mid-size city,Jennifer
100000951,male,non-single,40,high school,78436,unemployed,167,59,small city,George
100000952,male,single,24,other,99737,staff,170,68,big city,George
100000953,female,non-single,28,high school,164915,staff,179,41,small city,Lothor
100000954,female,non-single,26,high school,223185,manager,141,62,mid-size city,Lothor
100000955,female,non-single,29,high school,108400,staff,151,60,big city,George
100000956,female,non-single,57,university,194882,manager,166,36,mid-size city,Lothor
100000957,male,single,49,high school,122186,unemployed,158,46,small city,Roozan
100000958,male,single,37,,79594,unemployed,158,53,small city,Ann
100000959,male,single,45,high school,104355,unemployed,183,68,small city,Ann
100000960,male,single,30,other,135894,staff,178,64,big city,Samuel
100000961,male,non-single,30,high school,103699,staff,144,85,mid-size city,Ann
100000962,male,non-single,47,university,132145,staff,148,51,mid-size city,Matt
100000963,male,single,29,other,117272,staff,140,87,big city,Samid
100000964,male,single,35,high school,137932,staff,151,54,small city,Andrew
100000965,male,non-single,22,,63972,unemployed,145,62,small city,Martin
100000966,female,non-single,26,high school,113299,staff,187,43,big city,Roozan
100000967,male,single,23,other,108540,unemployed,173,80,small city,Roozan
100000968,female,non-single,54,university,174424,manager,151,57,big city,Andrew
100000969,male,non-single,29,high school,154991,staff,188,80,big city,George
100000970,male,single,40,high school,99723,unemployed,166,80,small city,Andrew
100000971,male,single,22,other,114584,staff,154,45,big city,Andrew
100000972,male,single,43,high school,135275,unemployed,163,77,small city,Lothor
100000973,female,non-single,29,high school,41680,unemployed,173,61,small city,Jennifer
100000974,male,single,36,,158769,staff,150,46,mid-size city,Andrew
100000975,female,non-single,33,high school,120596,staff,184,54,small city,Lothor
100000976,female,non-single,57,university,139641,unemployed,154,39,small city,George
100000977,female,non-single,64,graduate school,134377,staff,156,64,small city,Andrew
100000978,male,single,42,high school,125804,staff,179,56,big city,Matt
100000979,male,single,47,,91858,unemployed,169,52,small city,Lothor
100000980,male,non-single,25,high school,117641,staff,154,76,big city,Ann
100000981,male,single,49,high school,188594,staff,149,63,mid-size city,Lothor
100000982,male,single,33,high school,162827,manager,149,82,big city,Samid
100000983,female,non-single,28,,178991,manager,149,57,big city,Matt
100000984,male,single,26,other,159739,staff,152,67,mid-size city,Roozan
100000985,male,single,30,other,73401,unemployed,155,77,small city,Matt
100000986,female,non-single,25,high school,100794,staff,154,39,big city,George
100000987,male,non-single,33,high school,167763,staff,156,49,mid-size city,Martin
100000988,female,non-single,64,graduate school,145174,staff,165,48,small city,Samid
100000989,male,single,29,other,176292,manager,181,84,mid-size city,Samuel
100000990,male,single,48,high school,94024,unemployed,144,69,small city,Samuel
100000991,male,single,37,high school,93740,unemployed,168,57,small city,Samuel
100000992,male,single,34,high school,85685,unemployed,189,81,small city,Matt
100000993,male,non-single,23,high school,69997,unemployed,145,61,small city,Samuel
100000994,male,single,30,other,151938,manager,171,86,big city,Ann
100000995,male,single,50,high school,122830,staff,163,61,mid-size city,Matt
100000996,female,non-single,31,high school,78489,unemployed,161,35,small city,Andrew
100000997,male,non-single,40,high school,161999,manager,143,78,mid-size city,Martin
100000998,male,single,38,high school,98032,staff,177,75,big city,Ann
100000999,male,single,23,other,96060,staff,184,61,small city,Martin
100001000,male,single,27,other,147968,staff,173,81,mid-size city,Lothor
100001001,female,non-single,63,university,134853,staff,172,38,mid-size city,Lothor
100001002,male,single,66,university,157576,manager,187,54,big city,Matt
100001003,male,non-single,43,university,203738,manager,166,50,mid-size city,Martin
100001004,male,non-single,44,university,280570,manager,146,87,big city,George
100001005,male,non-single,65,graduate school,69487,unemployed,143,46,big city,Roozan
100001006,female,non-single,73,graduate school,214126,manager,164,75,mid-size city,Martin
100001007,male,single,60,university,136671,staff,181,74,mid-size city,Samid
100001008,male,non-single,62,university,174337,staff,140,58,mid-size city,Samid
100001009,female,non-single,58,university,126710,staff,146,66,mid-size city,Roozan
100001010,female,non-single,43,university,167139,manager,185,57,big city,Martin
100001011,male,single,64,university,122094,staff,142,85,big city,Martin
100001012,male,non-single,37,graduate school,170113,manager,183,61,big city,Samid
100001013,female,non-single,46,university,192698,manager,146,54,mid-size city,Jennifer
100001014,male,non-single,57,university,144197,staff,180,73,big city,Lothor
100001015,male,non-single,51,university,133623,staff,169,64,mid-size city,Lothor
100001016,female,non-single,32,graduate school,171052,manager,189,35,big city,Martin
100001017,male,single,64,university,130492,staff,178,87,big city,George
100001018,male,single,68,university,135705,staff,156,63,mid-size city,Jennifer
100001019,female,non-single,55,university,171804,manager,157,35,big city,Samuel
100001020,male,single,73,university,192167,manager,163,77,mid-size city,Lothor
100001021,female,non-single,34,graduate school,134377,staff,174,57,big city,George
100001022,male,non-single,44,university,146716,staff,155,48,mid-size city,Jennifer
100001023,male,single,58,university,267872,staff,144,77,mid-size city,Samid
100001024,female,non-single,65,university,142193,unemployed,170,63,mid-size city,Samid
100001025,female,non-single,56,university,183765,staff,184,73,mid-size city,Samuel
100001026,female,non-single,42,university,218664,manager,176,63,big city,Roozan
100001027,female,non-single,65,graduate school,145174,staff,187,66,big city,Andrew
100001028,male,single,72,university,224961,manager,175,62,big city,Roozan
100001029,female,non-single,45,university,262634,manager,161,44,big city,Samuel
100001030,male,single,68,university,287106,manager,152,72,big city,George
100001031,male,single,60,university,166298,manager,157,89,mid-size city,Jennifer
100001032,female,non-single,30,graduate school,133328,unemployed,159,74,big city,Martin
100001033,male,single,63,university,129798,staff,142,69,mid-size city,Jennifer
100001034,male,single,57,university,281084,manager,177,69,mid-size city,Jennifer
100001035,female,non-single,46,university,160678,staff,142,65,big city,Samuel
100001036,female,non-single,70,graduate school,167532,staff,177,60,mid-size city,Samuel
100001037,male,single,65,university,178591,staff,187,86,big city,Roozan
100001038,male,single,63,university,273063,manager,158,89,big city,Jennifer
100001039,male,non-single,54,university,149410,staff,160,61,big city,Samid
100001040,male,non-single,49,university,124658,staff,176,52,big city,Ann
100001041,female,non-single,64,university,153645,staff,167,51,big city,Andrew
100001042,female,non-single,61,university,308529,manager,168,53,big city,Roozan
100001043,female,non-single,57,university,155062,staff,182,66,big city,Jennifer
100001044,female,non-single,42,university,199654,staff,168,41,big city,Samid
100001045,male,single,62,university,124723,staff,182,78,big city,Matt
100001046,female,non-single,41,university,127752,staff,162,74,big city,Lothor
100001047,female,non-single,51,university,157595,manager,158,63,mid-size city,Martin
100001048,female,non-single,38,university,135534,staff,167,37,big city,Jennifer
100001049,female,non-single,56,university,166264,manager,173,71,big city,Samuel
100001050,female,non-single,43,university,147259,staff,176,73,mid-size city,Jennifer
100001051,female,non-single,48,university,161116,staff,152,58,mid-size city,Jennifer
100001052,male,single,61,university,139380,staff,161,71,mid-size city,Ann
100001053,male,non-single,48,university,213768,manager,170,80,big city,Jennifer
100001054,male,single,68,university,125903,staff,158,53,big city,Roozan
100001055,female,non-single,62,university,163940,staff,157,67,mid-size city,Roozan
100001056,female,non-single,56,university,173378,manager,144,58,big city,Martin
100001057,female,non-single,53,university,126847,staff,142,69,mid-size city,Samuel
100001058,male,non-single,33,graduate school,166712,staff,143,79,big city,Martin
100001059,female,non-single,60,university,189166,staff,184,37,mid-size city,Ann
100001060,female,non-single,47,university,161714,staff,170,64,mid-size city,Jennifer
100001061,male,non-single,25,graduate school,214364,manager,143,60,big city,George
100001062,male,single,64,university,184680,staff,152,74,mid-size city,Samid
100001063,male,single,73,university,214732,manager,152,90,mid-size city,George
100001064,male,non-single,66,university,152527,staff,171,59,mid-size city,Samuel
100001065,female,non-single,76,graduate school,170366,manager,152,63,mid-size city,Jennifer
100001066,female,non-single,60,university,194532,manager,155,65,mid-size city,Ann
100001067,female,non-single,57,university,125883,staff,185,68,big city,Samuel
100001068,male,non-single,30,graduate school,131242,staff,152,75,big city,Jennifer
100001069,male,non-single,43,university,159880,manager,151,83,mid-size city,Matt
100001070,male,single,57,university,165519,staff,161,49,big city,Samid
100001071,male,non-single,51,university,149653,staff,150,60,mid-size city,Andrew
100001072,female,non-single,61,university,134102,staff,155,46,mid-size city,Samid
100001073,male,single,64,university,159378,manager,188,86,big city,Samuel
100001074,male,non-single,41,university,205476,manager,161,90,mid-size city,Jennifer
100001075,male,non-single,43,university,280566,manager,152,89,big city,Ann
100001076,male,non-single,67,graduate school,71823,unemployed,156,74,big city,Samid
100001077,female,non-single,71,graduate school,211572,manager,177,57,mid-size city,Lothor
100001078,male,single,59,university,136123,staff,181,56,mid-size city,Jennifer
100001079,male,non-single,60,university,176372,staff,187,46,mid-size city,Roozan
100001080,female,non-single,60,university,128271,staff,153,37,mid-size city,Roozan
100001081,female,non-single,45,university,169020,manager,156,67,big city,Matt
100001082,male,single,63,university,122267,staff,164,86,big city,Jennifer
100001083,male,non-single,38,graduate school,169324,manager,162,48,big city,Ann
100001084,female,non-single,46,university,192561,manager,146,63,mid-size city,Ann
100001085,male,non-single,55,university,145781,staff,151,59,big city,Samuel
100001086,male,non-single,50,university,135376,staff,182,47,mid-size city,Lothor
100001087,female,non-single,30,graduate school,169002,manager,140,62,big city,Jennifer
100001088,male,single,63,university,128469,staff,185,79,big city,Jennifer
100001089,male,single,67,university,135567,staff,164,79,mid-size city,Lothor
100001090,female,non-single,54,university,170644,manager,166,54,big city,George
100001091,male,single,71,university,192360,manager,155,82,mid-size city,Jennifer
100001092,female,non-single,32,graduate school,133235,staff,181,62,big city,Matt
100001093,female,non-single,45,university,260847,manager,183,60,big city,Samid
100001094,male,single,65,university,285647,manager,186,48,big city,Ann
100001095,male,single,62,university,164816,manager,167,53,mid-size city,George
100001096,female,non-single,28,graduate school,130148,unemployed,167,63,big city,Martin
100001097,male,single,65,university,129838,staff,161,70,mid-size city,Martin
100001098,male,single,57,university,281647,manager,154,51,mid-size city,Matt
100001099,female,non-single,48,university,157305,staff,144,46,big city,Martin
100001100,female,non-single,71,graduate school,163654,staff,169,40,mid-size city,George
100001101,male,single,38,high school,82398,staff,174,85,mid-size city,Jennifer
100001102,male,non-single,40,high school,107710,staff,145,72,mid-size city,Roozan
100001103,male,single,49,high school,122346,staff,158,54,mid-size city,Jennifer
100001104,male,non-single,32,high school,155540,manager,186,45,mid-size city,Roozan
100001105,male,single,45,high school,127572,staff,143,73,mid-size city,Jennifer
100001106,male,single,40,high school,154031,manager,176,74,mid-size city,Jennifer
100001107,male,single,66,university,164931,manager,154,75,big city,Andrew
100001108,male,single,38,high school,123003,staff,176,85,big city,George
100001109,male,non-single,20,high school,89605,staff,161,56,mid-size city,Ann
100001110,male,single,48,high school,117721,staff,184,83,mid-size city,Ann
100001111,male,non-single,46,university,168904,manager,151,71,mid-size city,Samuel
100001112,male,single,32,high school,137576,manager,178,85,big city,Matt
100001113,male,single,54,high school,111274,staff,176,52,mid-size city,Martin
100001114,male,non-single,24,high school,94249,manager,160,68,big city,Samuel
100001115,male,non-single,27,high school,180940,manager,175,62,mid-size city,Ann
100001116,male,single,57,high school,125032,staff,179,82,big city,Samuel
100001117,male,single,38,high school,138011,manager,159,79,mid-size city,Samid
100001118,male,single,40,high school,144850,staff,157,82,mid-size city,Martin
100001119,male,non-single,20,high school,107270,staff,180,85,big city,Samuel
100001120,male,single,36,high school,113405,manager,144,48,big city,Lothor
100001121,male,single,47,high school,137338,staff,172,52,big city,Roozan
100001122,male,single,64,university,125119,unemployed,147,79,big city,Samuel
100001123,male,single,42,high school,159745,manager,180,45,big city,George
100001124,male,single,44,high school,181262,manager,168,62,big city,Ann
100001125,male,non-single,30,high school,90500,manager,155,63,big city,Matt
100001126,male,single,37,high school,102733,staff,146,51,mid-size city,Samuel
100001127,male,single,42,high school,135493,staff,148,45,big city,Roozan
100001128,male,non-single,62,university,169044,staff,173,59,mid-size city,Martin
100001129,male,single,49,high school,178549,staff,170,74,big city,Jennifer
100001130,male,single,52,high school,159716,staff,141,67,big city,Jennifer
100001131,male,non-single,36,high school,170118,manager,143,50,mid-size city,Andrew
100001132,male,single,49,high school,143886,unemployed,170,47,mid-size city,Ann
100001133,male,single,42,high school,130164,manager,150,53,big city,Matt
100001134,male,single,38,high school,114476,staff,158,79,mid-size city,Lothor
100001135,male,single,50,high school,126143,staff,150,84,mid-size city,Andrew
100001136,male,non-single,34,high school,129654,manager,142,67,big city,Matt
100001137,male,single,43,high school,123202,staff,180,82,big city,Ann
100001138,male,single,40,high school,160524,staff,167,66,mid-size city,Samid
100001139,male,single,56,university,126906,staff,174,50,mid-size city,Samid
100001140,male,single,41,high school,143994,manager,171,77,big city,Lothor
100001141,male,non-single,30,high school,123517,manager,158,73,big city,Samid
100001142,male,non-single,28,high school,129055,staff,158,77,big city,George
100001143,male,single,64,university,136312,unemployed,189,84,big city,Roozan
100001144,male,single,67,university,112486,staff,189,87,big city,Ann
100001145,male,single,37,high school,152401,manager,185,74,mid-size city,Lothor
100001146,male,single,31,high school,157453,manager,178,47,mid-size city,Ann
100001147,male,single,32,high school,142870,manager,186,87,big city,George
100001148,male,non-single,52,university,137231,staff,148,79,big city,Martin
100001149,male,non-single,31,high school,104406,staff,146,64,mid-size city,Andrew
100001150,male,single,36,,145385,manager,151,75,mid-size city,Samid
100001151,male,non-single,32,high school,146519,manager,142,77,mid-size city,Ann
100001152,male,single,51,,126227,staff,164,70,big city,Jennifer
100001153,male,single,47,high school,112227,manager,166,83,mid-size city,Jennifer
100001154,male,non-single,34,high school,110145,staff,188,90,big city,Martin
100001155,male,non-single,46,university,149419,staff,154,73,mid-size city,Lothor
100001156,male,non-single,42,high school,176646,staff,184,88,mid-size city,Andrew
100001157,male,single,39,high school,91019,manager,154,78,mid-size city,Andrew
100001158,male,single,50,high school,169579,staff,150,90,big city,George
100001159,male,single,42,high school,142305,staff,166,52,big city,Lothor
100001160,male,non-single,36,high school,130602,staff,152,65,mid-size city,Roozan
100001161,male,non-single,18,high school,98992,staff,156,61,mid-size city,Martin
100001162,male,single,35,high school,181926,manager,167,82,big city,Samuel
100001163,male,single,38,high school,152864,staff,166,59,big city,George
100001164,male,single,39,high school,135837,manager,143,63,big city,Jennifer
100001165,male,non-single,24,high school,121757,unemployed,175,87,big city,Lothor
100001166,male,single,41,high school,182274,staff,155,52,mid-size city,Andrew
100001167,male,single,36,high school,149040,manager,183,65,big city,Andrew
100001168,male,single,37,high school,154196,manager,181,75,big city,Samuel
100001169,male,non-single,45,university,135332,staff,186,60,mid-size city,Lothor
100001170,male,single,41,high school,134200,manager,169,82,big city,Ann
100001171,male,single,36,high school,177171,manager,140,50,big city,Martin
100001172,male,single,38,high school,115964,unemployed,164,72,big city,Andrew
100001173,male,single,38,high school,136871,unemployed,149,89,mid-size city,Roozan
100001174,male,non-single,53,university,159559,manager,162,48,big city,Andrew
100001175,male,single,35,high school,113878,staff,153,47,big city,Martin
100001176,male,single,48,high school,171203,manager,161,47,big city,Jennifer
100001177,male,single,36,high school,102180,staff,179,51,big city,Lothor
100001178,male,non-single,22,high school,116844,manager,158,80,mid-size city,Martin
100001179,male,single,35,high school,139844,manager,175,73,big city,George
100001180,male,single,42,high school,156431,unemployed,141,57,mid-size city,Martin
100001181,male,single,39,high school,116137,unemployed,153,45,mid-size city,Roozan
100001182,male,single,31,high school,143081,staff,144,77,mid-size city,Roozan
100001183,male,single,33,high school,155870,manager,167,69,big city,Jennifer
100001184,male,non-single,31,high school,106924,unemployed,167,81,mid-size city,Roozan
100001185,male,single,42,high school,102133,staff,167,79,mid-size city,George
100001186,male,single,61,university,145227,unemployed,160,72,mid-size city,Samuel
100001187,male,single,38,high school,159500,manager,146,83,big city,Jennifer
100001188,male,single,33,high school,98498,unemployed,149,72,mid-size city,Samuel
100001189,male,single,48,high school,159714,staff,155,54,big city,George
100001190,male,single,31,,121852,unemployed,170,66,mid-size city,Jennifer
100001191,male,single,52,high school,141271,manager,162,88,big city,Andrew
100001192,male,non-single,27,high school,123213,staff,148,67,big city,Andrew
100001193,male,single,40,high school,143723,manager,167,85,mid-size city,Lothor
100001194,male,single,34,high school,112538,unemployed,157,90,mid-size city,Roozan
100001195,male,non-single,26,high school,97932,manager,148,82,big city,Martin
100001196,male,single,30,high school,154003,unemployed,179,85,mid-size city,Ann
100001197,male,single,53,,177179,staff,146,76,mid-size city,Matt
100001198,male,single,45,high school,128052,staff,185,64,big city,Jennifer
100001199,male,single,32,high school,114617,manager,151,86,mid-size city,George
100001200,male,single,35,high school,182822,manager,174,75,big city,George
100001201,male,non-single,26,,177215,staff,158,81,big city,Samuel
100001202,male,single,30,high school,110929,staff,180,78,mid-size city,Samid
100001203,male,single,37,high school,111821,staff,169,69,mid-size city,George
100001204,male,single,32,high school,97306,manager,177,61,mid-size city,George
100001205,male,non-single,40,high school,157231,staff,167,61,mid-size city,Samuel
100001206,male,single,44,high school,126906,unemployed,189,68,big city,Samuel
100001207,male,single,43,high school,133243,staff,155,82,big city,Jennifer
100001208,male,single,51,high school,112250,staff,165,73,mid-size city,George
100001209,male,single,37,,104349,unemployed,183,83,mid-size city,George
100001210,male,single,33,,151421,staff,188,74,big city,Jennifer
100001211,male,non-single,32,,178081,manager,151,79,mid-size city,Lothor
100001212,male,single,35,,110181,unemployed,177,66,big city,Matt
100001213,male,non-single,30,high school,113012,staff,171,63,mid-size city,Samid
100001214,male,non-single,35,high school,154585,manager,155,66,big city,Ann
100001215,male,single,40,,144704,manager,181,61,mid-size city,Samuel
100001216,male,single,37,high school,141632,manager,169,54,big city,Andrew
100001217,male,single,37,high school,105055,staff,153,65,big city,Samuel
100001218,male,single,37,,124597,staff,164,82,big city,George
100001219,male,single,53,high school,160164,manager,165,77,mid-size city,Samid
100001220,male,single,34,,151754,manager,167,73,mid-size city,Jennifer
100001221,male,single,51,,155551,staff,172,83,mid-size city,Martin
100001222,male,non-single,26,high school,94986,staff,173,79,big city,Matt
100001223,male,single,34,high school,175800,unemployed,154,67,mid-size city,Roozan
100001224,male,single,51,high school,126246,manager,146,87,mid-size city,Roozan
100001225,male,single,33,,116261,staff,162,57,big city,Ann
100001226,male,non-single,32,high school,117796,unemployed,181,51,big city,Samid
100001227,male,single,39,high school,115363,staff,163,73,mid-size city,Roozan
100001228,male,single,53,,169076,staff,180,90,mid-size city,Samuel
100001229,male,single,34,high school,97474,manager,150,71,big city,Samid
100001230,male,single,37,high school,140341,staff,153,78,big city,Roozan
100001231,male,non-single,28,high school,114503,staff,176,89,mid-size city,Lothor
100001232,male,non-single,25,high school,102937,staff,144,81,big city,Roozan
100001233,male,single,36,high school,151781,manager,141,90,big city,Samid
100001234,male,non-single,36,high school,123133,staff,179,67,big city,Lothor
100001235,male,single,35,high school,118879,staff,159,73,big city,Samid
100001236,male,non-single,21,high school,158683,staff,179,64,mid-size city,Lothor
100001237,male,non-single,29,high school,107514,staff,161,57,big city,Samid
100001238,male,single,60,university,193879,staff,169,85,mid-size city,George
100001239,male,single,45,high school,135043,staff,177,83,mid-size city,Ann
100001240,male,non-single,56,university,108559,unemployed,158,88,mid-size city,Ann
100001241,male,non-single,30,high school,121038,staff,186,56,big city,Samuel
100001242,male,single,52,high school,151947,manager,153,71,big city,Roozan
100001243,male,non-single,26,high school,118820,staff,149,87,mid-size city,Martin
100001244,male,single,43,high school,121517,staff,186,81,mid-size city,Jennifer
100001245,male,single,34,high school,113572,staff,175,77,mid-size city,Jennifer
100001246,male,non-single,22,high school,131170,staff,187,73,big city,Jennifer
100001247,male,single,42,high school,92430,unemployed,183,84,mid-size city,Ann
100001248,male,single,38,high school,124554,unemployed,180,90,mid-size city,Martin
100001249,male,non-single,29,high school,115988,staff,164,74,big city,Andrew
100001250,male,single,44,high school,107301,staff,175,81,big city,Lothor
100001251,male,non-single,29,high school,103767,manager,177,48,mid-size city,Martin
100001252,male,single,44,high school,141493,staff,183,55,big city,Samid
100001253,male,single,38,high school,154339,staff,169,75,big city,Matt
100001254,male,non-single,26,high school,112369,unemployed,143,79,mid-size city,Jennifer
100001255,male,single,53,high school,158193,staff,189,88,mid-size city,Ann
100001256,male,single,43,high school,143734,staff,165,75,mid-size city,Matt
100001257,male,single,33,high school,121890,staff,142,51,mid-size city,Andrew
100001258,male,single,52,high school,127609,unemployed,177,60,mid-size city,Samuel
100001259,male,non-single,26,high school,94650,unemployed,144,45,big city,Ann
100001260,male,single,38,high school,175504,manager,183,55,mid-size city,Samuel
100001261,male,single,47,high school,165495,staff,176,76,big city,Samuel
100001262,male,non-single,26,high school,120389,staff,144,74,mid-size city,Martin
100001263,male,non-single,36,high school,165340,staff,176,62,mid-size city,Jennifer
100001264,male,single,36,,119804,staff,187,48,mid-size city,Ann
100001265,male,single,57,university,154344,manager,152,74,mid-size city,Roozan
100001266,male,non-single,31,,106266,manager,144,48,big city,Andrew
100001267,male,single,45,high school,136129,staff,162,86,mid-size city,Samuel
100001268,male,single,40,high school,151914,manager,143,75,mid-size city,Lothor
100001269,male,non-single,21,high school,121473,staff,154,89,mid-size city,Martin
100001270,male,single,46,,127147,staff,184,72,big city,Matt
100001271,male,single,35,high school,125387,staff,146,56,big city,Matt
100001272,male,non-single,31,high school,139490,unemployed,174,70,big city,Matt
100001273,male,single,51,high school,124990,staff,168,54,big city,Lothor
100001274,male,non-single,21,high school,101471,manager,161,83,mid-size city,Matt
100001275,male,single,48,high school,155708,staff,187,55,mid-size city,Ann
100001276,male,single,48,high school,142345,staff,179,56,big city,Lothor
100001277,male,single,68,university,148675,unemployed,152,63,mid-size city,Andrew
100001278,male,non-single,45,university,116484,staff,154,66,big city,George
100001279,male,single,35,high school,150237,manager,151,82,big city,Roozan
100001280,male,non-single,22,high school,100273,staff,183,81,big city,Matt
100001281,male,single,44,,122292,unemployed,184,90,mid-size city,George
100001282,male,single,52,,159216,staff,162,87,mid-size city,Lothor
100001283,male,single,48,high school,130082,staff,160,57,big city,Andrew
100001284,male,single,33,high school,139547,staff,149,69,big city,George
100001285,male,non-single,35,high school,122895,staff,182,85,mid-size city,Jennifer
100001286,male,non-single,64,university,154549,staff,153,68,mid-size city,Jennifer
100001287,male,single,58,high school,149315,unemployed,144,89,big city,Jennifer
100001288,male,non-single,24,high school,118101,unemployed,183,73,big city,George
100001289,male,single,40,high school,115831,unemployed,187,47,big city,Lothor
100001290,male,single,49,high school,118571,manager,163,78,big city,Samuel
100001291,male,single,31,high school,138906,staff,181,46,big city,Martin
100001292,male,single,46,high school,98520,staff,153,57,big city,Roozan
100001293,male,single,46,high school,106576,staff,166,46,mid-size city,Roozan
